image_id,image_path,true_label,architecture,model_name,layer_or_block,xai_method,predicted_label,confidence,correct,pearson,spearman,iou_top20,iou_otsu,z_spearman,z_iou_top20,n_sas
image_000162,data/val.X/n01531178/ILSVRC2012_val_00030320.JPEG,9,vit,vit_lejepa,block_03,gmar,9,0.9237533807754515,1,-0.14596973,-0.10209186,0.12764046,0.0,-0.38663316,0.16333105,-0.111651056
image_000163,data/val.X/n01531178/ILSVRC2012_val_00031086.JPEG,9,vit,vit_lejepa,block_03,gmar,9,0.6290795803070068,1,-0.18828729,-0.14623898,0.029861467,0.12000261,-0.6240398,-1.2416774,-0.9328586
image_000164,data/val.X/n01531178/ILSVRC2012_val_00032710.JPEG,9,vit,vit_lejepa,block_03,gmar,9,0.3640162646770477,1,0.30986506,0.277614,0.49245298,0.01797273,1.6552824,5.4054046,3.5303435
image_000165,data/val.X/n01531178/ILSVRC2012_val_00032993.JPEG,9,vit,vit_lejepa,block_03,gmar,9,0.9078492522239684,1,-0.55216646,-0.5368165,0.011387685,0.11035577,-2.7244189,-1.5071313,-2.115775
image_000166,data/val.X/n01531178/ILSVRC2012_val_00037611.JPEG,9,vit,vit_lejepa,block_03,gmar,9,0.8681944608688354,1,0.58836865,0.3913014,0.58408964,0.57778484,2.2666507,6.7221527,4.494402
image_000167,data/val.X/n01531178/ILSVRC2012_val_00042032.JPEG,9,vit,vit_lejepa,block_03,gmar,9,0.9541221857070924,1,0.030666158,0.031221539,0.20134068,0.36300462,0.33027628,1.2223462,0.7763112
image_000168,data/val.X/n01531178/ILSVRC2012_val_00047029.JPEG,9,vit,vit_lejepa,block_03,gmar,9,0.9299339652061462,1,0.43013144,0.37081364,0.4356627,0.39968812,2.156475,4.589372,3.3729236
image_000169,data/val.X/n01531178/ILSVRC2012_val_00048710.JPEG,9,vit,vit_lejepa,block_03,gmar,9,0.8415376543998718,1,0.18863541,0.0999313,0.42536572,0.33820108,0.6997716,4.441413,2.5705922
image_000170,data/val.X/n01537544/ILSVRC2012_val_00001462.JPEG,10,vit,vit_lejepa,block_03,gmar,10,0.9220429062843324,1,0.31347263,0.34113523,0.09911291,0.49069202,1.9968758,-0.24658768,0.87514406
image_000171,data/val.X/n01537544/ILSVRC2012_val_00002449.JPEG,10,vit,vit_lejepa,block_03,gmar,10,0.7891871333122253,1,-0.10991761,-0.14513898,0.09366316,0.0052824225,-0.6181244,-0.32489637,-0.4715104
image_000172,data/val.X/n01537544/ILSVRC2012_val_00003279.JPEG,10,vit,vit_lejepa,block_03,gmar,9,0.4873847067356109,0,-0.13737881,0.08392674,0.19241965,0.0,0.6137051,1.0941579,0.85393155
image_000173,data/val.X/n01537544/ILSVRC2012_val_00003557.JPEG,10,vit,vit_lejepa,block_03,gmar,10,0.8394877314567566,1,0.097473614,0.077648595,0.19483303,0.27117124,0.5799436,1.1288363,0.8543899
image_000174,data/val.X/n01537544/ILSVRC2012_val_00005931.JPEG,10,vit,vit_lejepa,block_03,gmar,10,0.9145328402519226,1,-0.09695996,-0.014659077,0.20959383,0.28025305,0.08354753,1.3409376,0.7122426
image_000175,data/val.X/n01537544/ILSVRC2012_val_00006328.JPEG,10,vit,vit_lejepa,block_03,gmar,10,0.9256714582443236,1,0.1870462,0.07237819,0.22293304,0.21656905,0.5516013,1.5326117,1.0421065
image_000176,data/val.X/n01537544/ILSVRC2012_val_00020178.JPEG,10,vit,vit_lejepa,block_03,gmar,10,0.9242315888404846,1,0.32295835,0.24709792,0.34946886,0.38538954,1.4911785,3.3508337,2.4210062
image_000177,data/val.X/n01537544/ILSVRC2012_val_00023438.JPEG,10,vit,vit_lejepa,block_03,gmar,10,0.6335108876228333,1,0.0974298,0.04569435,0.21648484,0.29205027,0.40810564,1.4399562,0.9240309
image_000178,data/val.X/n01537544/ILSVRC2012_val_00023573.JPEG,10,vit,vit_lejepa,block_03,gmar,10,0.888820230960846,1,0.30096632,0.35549983,0.37857142,0.28682607,2.0741231,3.7690148,2.9215689
image_000179,data/val.X/n01537544/ILSVRC2012_val_00026259.JPEG,10,vit,vit_lejepa,block_03,gmar,10,0.949097752571106,1,-0.08549376,-0.114974536,0.082398616,0.28055805,-0.4559114,-0.4867592,-0.4713353
image_000180,data/val.X/n01537544/ILSVRC2012_val_00031716.JPEG,10,vit,vit_lejepa,block_03,gmar,10,0.884046196937561,1,0.017327517,-0.015697733,0.2556772,0.30705345,0.07796203,2.00312,1.0405409
image_000181,data/val.X/n01537544/ILSVRC2012_val_00033196.JPEG,10,vit,vit_lejepa,block_03,gmar,10,0.7009700536727905,1,0.55957294,0.48455673,0.46361384,0.4574063,2.768143,4.9910088,3.8795757
image_000182,data/val.X/n01537544/ILSVRC2012_val_00035735.JPEG,10,vit,vit_lejepa,block_03,gmar,10,0.9047582149505616,1,0.01495412,-0.056217477,0.12253229,0.22762366,-0.13993795,0.0899307,-0.025003627
image_000183,data/val.X/n01537544/ILSVRC2012_val_00037454.JPEG,10,vit,vit_lejepa,block_03,gmar,10,0.9220855832099916,1,0.8333986,0.588148,0.7294503,0.7162239,3.325218,8.810873,6.0680456
image_000184,data/val.X/n01537544/ILSVRC2012_val_00041595.JPEG,10,vit,vit_lejepa,block_03,gmar,10,0.9152674078941344,1,0.36455378,0.35058898,0.3166284,0.42391154,2.0477145,2.8789415,2.463328
image_000185,data/val.X/n01537544/ILSVRC2012_val_00048659.JPEG,10,vit,vit_lejepa,block_03,gmar,10,0.9611464142799376,1,0.8076666,0.5182255,0.83557385,0.8751753,2.9492009,10.335787,6.6424937
image_000186,data/val.X/n01537544/ILSVRC2012_val_00048829.JPEG,10,vit,vit_lejepa,block_03,gmar,10,0.8781766891479492,1,0.27127105,0.07366816,0.32795236,0.36131552,0.55853826,3.0416582,1.8000982
image_000187,data/val.X/n01560419/ILSVRC2012_val_00004037.JPEG,11,vit,vit_lejepa,block_03,gmar,11,0.9676045775413512,1,-0.25075182,-0.31364715,0.03624161,0.0,-1.5242982,-1.1499997,-1.3371489
image_000188,data/val.X/n01560419/ILSVRC2012_val_00006603.JPEG,11,vit,vit_lejepa,block_03,gmar,11,0.9298405051231384,1,0.91579205,0.69739556,0.79454625,0.81192994,3.9127104,9.746251,6.8294806
image_000189,data/val.X/n01560419/ILSVRC2012_val_00009807.JPEG,11,vit,vit_lejepa,block_03,gmar,11,0.7815931439399719,1,-0.1498248,-0.16192356,0.113193944,0.00024345286,-0.7083856,-0.044254154,-0.3763199
image_000190,data/val.X/n01560419/ILSVRC2012_val_00011267.JPEG,11,vit,vit_lejepa,block_03,gmar,12,0.3781291246414184,0,0.0800185,0.035755932,0.14077863,0.32012025,0.35466057,0.35211647,0.35338852
image_000191,data/val.X/n01560419/ILSVRC2012_val_00012870.JPEG,11,vit,vit_lejepa,block_03,gmar,11,0.9688454866409302,1,0.119135946,0.1051495,0.22189079,0.34253716,0.7278331,1.5176355,1.1227343
image_000192,data/val.X/n01560419/ILSVRC2012_val_00016840.JPEG,11,vit,vit_lejepa,block_03,gmar,11,0.9492405652999878,1,-0.08153205,-0.04757294,0.06913817,0.1249479,-0.093450874,-0.6773016,-0.38537621
image_000193,data/val.X/n01560419/ILSVRC2012_val_00018680.JPEG,11,vit,vit_lejepa,block_03,gmar,11,0.8306697607040405,1,0.3392574,0.23707907,0.3399199,0.38477877,1.4373008,3.2136223,2.3254616
image_000194,data/val.X/n01560419/ILSVRC2012_val_00021085.JPEG,11,vit,vit_lejepa,block_03,gmar,11,0.9720650911331176,1,0.31424004,0.22275113,0.3479283,0.389834,1.3602506,3.3286967,2.3444736
image_000195,data/val.X/n01560419/ILSVRC2012_val_00026010.JPEG,11,vit,vit_lejepa,block_03,gmar,11,0.987078070640564,1,-0.14817354,-0.12658954,0.05831488,0.0961227,-0.5183725,-0.8328239,-0.67559814
image_000196,data/val.X/n01560419/ILSVRC2012_val_00026362.JPEG,11,vit,vit_lejepa,block_03,gmar,11,0.8931016325950623,1,0.018888637,0.11942286,0.21464448,0.0,0.80458987,1.4135115,1.1090508
image_000197,data/val.X/n01560419/ILSVRC2012_val_00026929.JPEG,11,vit,vit_lejepa,block_03,gmar,11,0.572136402130127,1,-0.019563552,-0.014314406,0.12675424,0.2806162,0.08540105,0.1505968,0.11799893
image_000198,data/val.X/n01560419/ILSVRC2012_val_00030283.JPEG,11,vit,vit_lejepa,block_03,gmar,11,0.9345457553863524,1,0.032160293,-0.087630585,0.14175199,0.21236499,-0.30886585,0.36610287,0.028618515
image_000199,data/val.X/n01560419/ILSVRC2012_val_00030966.JPEG,11,vit,vit_lejepa,block_03,gmar,11,0.8740164637565613,1,0.7483853,0.5224484,0.6615894,0.5152584,2.9719102,7.8357635,5.4038367
image_000200,data/val.X/n01560419/ILSVRC2012_val_00031649.JPEG,11,vit,vit_lejepa,block_03,gmar,11,0.8942115902900696,1,0.16216123,0.1289138,0.303292,0.3333801,0.85562867,2.6873078,1.7714683
image_000201,data/val.X/n01560419/ILSVRC2012_val_00034720.JPEG,11,vit,vit_lejepa,block_03,gmar,11,0.5172280669212341,1,0.10406455,0.09735273,0.21200411,0.27476797,0.68590504,1.3755715,1.0307382
image_000202,data/val.X/n01560419/ILSVRC2012_val_00042048.JPEG,11,vit,vit_lejepa,block_03,gmar,11,0.7204487323760986,1,0.40129223,0.30181113,0.52406985,0.39782396,1.7854055,5.8597145,3.82256
image_000203,data/val.X/n01560419/ILSVRC2012_val_00042600.JPEG,11,vit,vit_lejepa,block_03,gmar,11,0.5300125479698181,1,0.5461779,0.398631,0.51532537,0.5278743,2.3060665,5.734063,4.020065
image_000204,data/val.X/n01582220/ILSVRC2012_val_00000476.JPEG,12,vit,vit_lejepa,block_03,gmar,12,0.7199869155883789,1,-0.22030652,-0.33959928,0.059655793,0.065331094,-1.663859,-0.81355596,-1.2387075
image_000205,data/val.X/n01582220/ILSVRC2012_val_00000963.JPEG,12,vit,vit_lejepa,block_03,gmar,12,0.9690425395965576,1,-0.27484268,-0.22215037,0.07670851,0.0,-1.0322628,-0.5685216,-0.8003922
image_000206,data/val.X/n01582220/ILSVRC2012_val_00003092.JPEG,12,vit,vit_lejepa,block_03,gmar,12,0.9051898717880248,1,0.11069935,0.18181413,0.15782188,0.2516099,1.1401068,0.5970147,0.8685608
image_000207,data/val.X/n01582220/ILSVRC2012_val_00003665.JPEG,12,vit,vit_lejepa,block_03,gmar,12,0.8887349367141724,1,0.21699846,0.14146642,0.1562878,0.02390705,0.92313194,0.57497126,0.7490516
image_000208,data/val.X/n01582220/ILSVRC2012_val_00004559.JPEG,12,vit,vit_lejepa,block_03,gmar,12,0.9634974002838136,1,0.27763525,0.15237606,0.2242757,0.02945818,0.98179984,1.5519047,1.2668523
image_000209,data/val.X/n01582220/ILSVRC2012_val_00010501.JPEG,12,vit,vit_lejepa,block_03,gmar,12,0.95294988155365,1,-0.08707324,-0.06664385,0.07262331,0.20247811,-0.19600706,-0.6272228,-0.41161492
image_000210,data/val.X/n01582220/ILSVRC2012_val_00011501.JPEG,12,vit,vit_lejepa,block_03,gmar,12,0.95387864112854,1,0.901791,0.35312438,0.9070784,0.8871201,2.061349,11.363251,6.7123
image_000211,data/val.X/n01582220/ILSVRC2012_val_00024025.JPEG,12,vit,vit_lejepa,block_03,gmar,12,0.680907666683197,1,0.011620447,0.01878579,0.22390243,0.030758115,0.26340148,1.5465412,0.90497136
image_000212,data/val.X/n01582220/ILSVRC2012_val_00032667.JPEG,12,vit,vit_lejepa,block_03,gmar,12,0.9721499681472778,1,-0.30334383,-0.19383357,0.18008113,0.0053856573,-0.8799857,0.91686296,0.018438637
image_000213,data/val.X/n01582220/ILSVRC2012_val_00037806.JPEG,12,vit,vit_lejepa,block_03,gmar,12,0.9278738498687744,1,-0.46939084,-0.28791288,0.010013586,0.03675872,-1.385909,-1.5268761,-1.4563925
image_000214,data/val.X/n01582220/ILSVRC2012_val_00037824.JPEG,12,vit,vit_lejepa,block_03,gmar,12,0.9575166702270508,1,0.17581424,0.172622,0.13987166,0.35305446,1.0906749,0.33908394,0.7148794
image_000215,data/val.X/n01582220/ILSVRC2012_val_00037920.JPEG,12,vit,vit_lejepa,block_03,gmar,12,0.9281601905822754,1,-0.12825015,-0.25783002,0.050560035,0.033738602,-1.2241346,-0.944255,-1.0841948
image_000216,data/val.X/n01582220/ILSVRC2012_val_00039004.JPEG,12,vit,vit_lejepa,block_03,gmar,12,0.4413410425186157,1,-0.22897959,-0.28526428,0.09437872,0.1685586,-1.3716658,-0.31461442,-0.8431401
image_000217,data/val.X/n01582220/ILSVRC2012_val_00040439.JPEG,12,vit,vit_lejepa,block_03,gmar,12,0.9327319860458374,1,-0.19359943,-0.1973982,0.14808671,0.22799091,-0.8991549,0.45712793,-0.22101349
image_000218,data/val.X/n01582220/ILSVRC2012_val_00041051.JPEG,12,vit,vit_lejepa,block_03,gmar,11,0.4943903088569641,0,0.7624627,0.596082,0.58822596,0.6109579,3.367884,6.7815886,5.074736
image_000219,data/val.X/n01582220/ILSVRC2012_val_00044192.JPEG,12,vit,vit_lejepa,block_03,gmar,12,0.9128035306930542,1,-0.2084461,-0.19293582,0.0917002,0.115109265,-0.8751579,-0.35310256,-0.61413026
image_000220,data/val.X/n01582220/ILSVRC2012_val_00044507.JPEG,12,vit,vit_lejepa,block_03,gmar,12,0.7766076326370239,1,0.88026345,0.62342405,0.7867189,0.86329633,3.5149193,9.633779,6.574349
image_000221,data/val.X/n01592084/ILSVRC2012_val_00005224.JPEG,13,vit,vit_lejepa,block_03,gmar,13,0.7285976409912109,1,-0.042826302,-0.22995672,0.024761321,0.026214983,-1.0742424,-1.3149626,-1.1946025
image_000222,data/val.X/n01592084/ILSVRC2012_val_00009374.JPEG,13,vit,vit_lejepa,block_03,gmar,13,0.8615771532058716,1,0.048398774,-0.011781458,0.08503162,0.31515393,0.09902229,-0.44892496,-0.17495133
image_000223,data/val.X/n01592084/ILSVRC2012_val_00015269.JPEG,13,vit,vit_lejepa,block_03,gmar,13,0.5788662433624268,1,0.101578265,0.120301515,0.2783899,0.010907711,0.80931497,2.329484,1.5693995
image_000224,data/val.X/n01592084/ILSVRC2012_val_00018167.JPEG,13,vit,vit_lejepa,block_03,gmar,13,0.9113303422927856,1,-0.07586884,-0.07565457,0.2577229,0.28852054,-0.24446332,2.0325153,0.894026
image_000225,data/val.X/n01592084/ILSVRC2012_val_00019788.JPEG,13,vit,vit_lejepa,block_03,gmar,13,0.8595359325408936,1,0.06371706,0.06826432,0.25230846,0.0,0.5294785,1.9547138,1.2420962
image_000226,data/val.X/n01592084/ILSVRC2012_val_00020660.JPEG,13,vit,vit_lejepa,block_03,gmar,13,0.942926585674286,1,-0.15356116,-0.21856524,0.06743246,0.15315826,-1.0129833,-0.70181125,-0.8573973
image_000227,data/val.X/n01592084/ILSVRC2012_val_00025476.JPEG,13,vit,vit_lejepa,block_03,gmar,13,0.9069730043411256,1,0.33330092,0.12852874,0.26773196,0.20206107,0.85355794,2.1763377,1.5149479
image_000228,data/val.X/n01592084/ILSVRC2012_val_00032788.JPEG,13,vit,vit_lejepa,block_03,gmar,13,0.8831623196601868,1,-0.13047409,-0.17718044,0.08345029,0.32192823,-0.7904314,-0.4716475,-0.63103944
image_000229,data/val.X/n01592084/ILSVRC2012_val_00035303.JPEG,13,vit,vit_lejepa,block_03,gmar,13,0.8670211434364319,1,0.16623297,0.0027958453,0.15695429,0.047779944,0.17741355,0.5845481,0.38098085
image_000230,data/val.X/n01592084/ILSVRC2012_val_00035947.JPEG,13,vit,vit_lejepa,block_03,gmar,13,0.4833008348941803,1,0.18304475,0.17066221,0.2500467,0.40600532,1.080136,1.922214,1.5011749
image_000231,data/val.X/n01592084/ILSVRC2012_val_00036534.JPEG,13,vit,vit_lejepa,block_03,gmar,13,0.7928012609481812,1,0.3720976,0.2809003,0.48231298,0.3586229,1.6729549,5.259701,3.466328
image_000232,data/val.X/n01592084/ILSVRC2012_val_00037328.JPEG,13,vit,vit_lejepa,block_03,gmar,13,0.931739866733551,1,-0.22374201,-0.16413483,0.10140474,0.00035244774,-0.72027695,-0.21365587,-0.46696642
image_000233,data/val.X/n01592084/ILSVRC2012_val_00038192.JPEG,13,vit,vit_lejepa,block_03,gmar,13,0.917246162891388,1,-0.29549837,-0.3273222,0.03192638,0.0,-1.5978376,-1.2120062,-1.4049219
image_000234,data/val.X/n01592084/ILSVRC2012_val_00038557.JPEG,13,vit,vit_lejepa,block_03,gmar,13,0.8627810478210449,1,0.09226076,0.025134087,0.24392663,0.25418597,0.29754025,1.8342735,1.0659069
image_000235,data/val.X/n01592084/ILSVRC2012_val_00039466.JPEG,13,vit,vit_lejepa,block_03,gmar,13,0.9037067294120787,1,0.5882601,0.44175,0.55067986,0.54150313,2.537944,6.24208,4.3900123
image_000236,data/val.X/n01592084/ILSVRC2012_val_00043585.JPEG,13,vit,vit_lejepa,block_03,gmar,13,0.6431633234024048,1,0.027315743,-0.039022833,0.11504916,0.22379464,-0.047471605,-0.017596124,-0.032533865
image_000237,data/val.X/n01592084/ILSVRC2012_val_00045568.JPEG,13,vit,vit_lejepa,block_03,gmar,13,0.7785016298294067,1,-0.07205258,-0.033345163,0.14618547,0.30170795,-0.016939225,0.4298086,0.20643468
image_000238,data/val.X/n01601694/ILSVRC2012_val_00006907.JPEG,14,vit,vit_lejepa,block_03,gmar,14,0.9615703225135804,1,-0.32525337,-0.4001449,0.016767135,0.30348438,-1.9894507,-1.4298328,-1.7096417
image_000239,data/val.X/n01601694/ILSVRC2012_val_00008816.JPEG,14,vit,vit_lejepa,block_03,gmar,14,0.920307755470276,1,-0.14069955,-0.17430854,0.06122449,0.22012383,-0.77498734,-0.791015,-0.7830012
image_000240,data/val.X/n01601694/ILSVRC2012_val_00013223.JPEG,14,vit,vit_lejepa,block_03,gmar,14,0.9375759959220886,1,0.015721343,0.0618601,0.15469137,0.21971618,0.495039,0.55203176,0.5235354
image_000241,data/val.X/n01601694/ILSVRC2012_val_00015264.JPEG,14,vit,vit_lejepa,block_03,gmar,14,0.910298764705658,1,-0.17136294,-0.03506589,0.12840118,0.0,-0.026192645,0.17426199,0.07403467
image_000242,data/val.X/n01601694/ILSVRC2012_val_00020730.JPEG,14,vit,vit_lejepa,block_03,gmar,14,0.9434537887573242,1,-0.058833003,-0.0056397766,0.21722256,0.27922687,0.13204995,1.4505565,0.7913032
image_000243,data/val.X/n01601694/ILSVRC2012_val_00021656.JPEG,14,vit,vit_lejepa,block_03,gmar,14,0.8596668839454651,1,0.6119307,0.37119094,0.597199,0.76361614,2.158504,6.9105244,4.5345144
image_000244,data/val.X/n01601694/ILSVRC2012_val_00024059.JPEG,14,vit,vit_lejepa,block_03,gmar,14,0.942086100578308,1,-0.25976008,-0.26927006,0.092591584,0.23870613,-1.2856548,-0.34029412,-0.81297445
image_000245,data/val.X/n01601694/ILSVRC2012_val_00024643.JPEG,14,vit,vit_lejepa,block_03,gmar,14,0.954471230506897,1,-0.0069294386,-0.069201455,0.11691058,0.015338475,-0.2097609,0.009150982,-0.10030496
image_000246,data/val.X/n01601694/ILSVRC2012_val_00025214.JPEG,14,vit,vit_lejepa,block_03,gmar,14,0.8743971586227417,1,-0.36771458,-0.43848434,0.020333469,0.0,-2.1956258,-1.3785874,-1.7871065
image_000247,data/val.X/n01601694/ILSVRC2012_val_00026023.JPEG,14,vit,vit_lejepa,block_03,gmar,10,0.6477766633033752,0,0.423792,0.3081268,0.21280967,0.22283216,1.8193688,1.3871467,1.6032578
image_000248,data/val.X/n01601694/ILSVRC2012_val_00039648.JPEG,14,vit,vit_lejepa,block_03,gmar,14,0.9439042210578918,1,0.2818354,0.101484224,0.31309694,0.18010113,0.7081227,2.8281972,1.76816
image_000249,data/val.X/n01601694/ILSVRC2012_val_00040903.JPEG,14,vit,vit_lejepa,block_03,gmar,14,0.9167569279670716,1,0.29535842,0.2211514,0.233985,0.40700608,1.3516479,1.69142,1.521534
image_000250,data/val.X/n01601694/ILSVRC2012_val_00045581.JPEG,14,vit,vit_lejepa,block_03,gmar,14,0.9006656408309937,1,-0.08556816,-0.016664386,0.13190098,0.00033009838,0.07276373,0.2245515,0.14865762
image_000251,data/val.X/n01601694/ILSVRC2012_val_00047626.JPEG,14,vit,vit_lejepa,block_03,gmar,14,0.846001923084259,1,-0.060235083,0.094219305,0.20263632,0.0,0.6690546,1.2409636,0.9550091
image_000252,data/val.X/n01601694/ILSVRC2012_val_00048552.JPEG,14,vit,vit_lejepa,block_03,gmar,14,0.9100213646888732,1,-0.113575146,-0.11994699,0.06122449,0.0001858477,-0.48265132,-0.791015,-0.6368332
image_000253,data/val.X/n01601694/ILSVRC2012_val_00049669.JPEG,14,vit,vit_lejepa,block_03,gmar,14,0.9578810930252076,1,0.010329992,-0.05929096,0.19782777,0.22899838,-0.15646599,1.1718684,0.5077012
image_000254,data/val.X/n01601694/ILSVRC2012_val_00049775.JPEG,14,vit,vit_lejepa,block_03,gmar,14,0.2882025837898254,1,-0.14216606,-0.13918564,0.12865497,0.009232109,-0.5861096,0.17790885,-0.20410037
image_000255,data/val.X/n01608432/ILSVRC2012_val_00000073.JPEG,15,vit,vit_lejepa,block_03,gmar,15,0.6798052191734314,1,0.7029955,0.43138602,0.87029445,0.074873775,2.4822106,10.834694,6.658452
image_000256,data/val.X/n01608432/ILSVRC2012_val_00000888.JPEG,15,vit,vit_lejepa,block_03,gmar,15,0.9481520056724548,1,0.011716932,0.05890143,0.15889145,0.47369668,0.47912836,0.6123837,0.54575604
image_000257,data/val.X/n01608432/ILSVRC2012_val_00001218.JPEG,15,vit,vit_lejepa,block_03,gmar,15,0.9152666926383972,1,0.89233804,0.62408817,0.82240784,0.8450138,3.5184906,10.146601,6.8325458
image_000258,data/val.X/n01608432/ILSVRC2012_val_00001488.JPEG,15,vit,vit_lejepa,block_03,gmar,15,0.4199654757976532,1,0.10115206,0.033118356,0.20321305,0.2734473,0.34047663,1.2492508,0.7948637
image_000259,data/val.X/n01608432/ILSVRC2012_val_00001813.JPEG,15,vit,vit_lejepa,block_03,gmar,15,0.6209072470664978,1,0.85236794,0.6327417,0.63826317,0.75230265,3.565026,7.5005846,5.5328054
image_000260,data/val.X/n01608432/ILSVRC2012_val_00004381.JPEG,15,vit,vit_lejepa,block_03,gmar,15,0.8749867081642151,1,0.5455989,0.46824098,0.38781717,0.5913236,2.6804028,3.9018693,3.291136
image_000261,data/val.X/n01608432/ILSVRC2012_val_00013166.JPEG,15,vit,vit_lejepa,block_03,gmar,15,0.9030855298042296,1,0.9108393,0.5320271,0.9072596,0.8530365,3.0234208,11.365854,7.1946373
image_000262,data/val.X/n01608432/ILSVRC2012_val_00013393.JPEG,15,vit,vit_lejepa,block_03,gmar,15,0.8661256432533264,1,0.8911003,0.6244323,0.82174623,0.7329251,3.5203414,10.137094,6.828717
image_000263,data/val.X/n01608432/ILSVRC2012_val_00015040.JPEG,15,vit,vit_lejepa,block_03,gmar,15,0.9397806525230408,1,-0.07030804,-0.023319244,0.26064566,0.3456498,0.036976404,2.074513,1.0557446
image_000264,data/val.X/n01608432/ILSVRC2012_val_00015746.JPEG,15,vit,vit_lejepa,block_03,gmar,16,0.4216803312301636,0,0.16041541,0.20621881,0.22937466,0.030835256,1.271346,1.6251729,1.4482594
image_000265,data/val.X/n01608432/ILSVRC2012_val_00028139.JPEG,15,vit,vit_lejepa,block_03,gmar,15,0.9411192536354064,1,0.062133208,0.111125864,0.2680523,0.34734118,0.75997174,2.1809409,1.4704564
image_000266,data/val.X/n01608432/ILSVRC2012_val_00028521.JPEG,15,vit,vit_lejepa,block_03,gmar,15,0.767683744430542,1,0.85454524,0.24413706,0.768614,0.90472513,1.4752561,9.373626,5.424441
image_000267,data/val.X/n01608432/ILSVRC2012_val_00030094.JPEG,15,vit,vit_lejepa,block_03,gmar,15,0.8864043354988098,1,-0.06982767,-0.023353733,0.0844454,0.008925804,0.036790937,-0.45734847,-0.21027876
image_000268,data/val.X/n01608432/ILSVRC2012_val_00033433.JPEG,15,vit,vit_lejepa,block_03,gmar,15,0.8256096243858337,1,0.7520407,0.5073391,0.8158133,0.24472632,2.8906581,10.051842,6.47125
image_000269,data/val.X/n01608432/ILSVRC2012_val_00033771.JPEG,15,vit,vit_lejepa,block_03,gmar,15,0.957994818687439,1,0.8132288,0.6482209,0.57575756,0.74465364,3.6482675,6.602427,5.125347
image_000270,data/val.X/n01608432/ILSVRC2012_val_00046948.JPEG,15,vit,vit_lejepa,block_03,gmar,15,0.871002197265625,1,-0.33230597,-0.40062934,0.013993433,0.2944334,-1.9920558,-1.4696888,-1.7308723
image_000271,data/val.X/n01608432/ILSVRC2012_val_00047191.JPEG,15,vit,vit_lejepa,block_03,gmar,15,0.6517902612686157,1,0.008088745,-0.04078439,0.17738152,0.27966624,-0.05694459,0.8780716,0.4105635
image_000272,data/val.X/n01614925/ILSVRC2012_val_00000128.JPEG,16,vit,vit_lejepa,block_03,gmar,15,0.6197218894958496,0,0.87293255,0.5737273,0.85972387,0.83955514,3.2476687,10.682804,6.9652367
image_000273,data/val.X/n01614925/ILSVRC2012_val_00006334.JPEG,16,vit,vit_lejepa,block_03,gmar,16,0.9717497229576112,1,-0.13254803,-0.19524693,0.09815078,0.34146768,-0.8875862,-0.26041275,-0.57399946
image_000274,data/val.X/n01614925/ILSVRC2012_val_00013702.JPEG,16,vit,vit_lejepa,block_03,gmar,16,0.8778197765350342,1,0.008501433,-0.038316175,0.1789721,0.35830325,-0.043671463,0.900927,0.42862776
image_000275,data/val.X/n01614925/ILSVRC2012_val_00014192.JPEG,16,vit,vit_lejepa,block_03,gmar,16,0.9170296788215636,1,0.12333411,0.26048928,0.17517564,0.0055411137,1.5631921,0.8463748,1.2047834
image_000276,data/val.X/n01614925/ILSVRC2012_val_00017994.JPEG,16,vit,vit_lejepa,block_03,gmar,16,0.8922483921051025,1,0.7385217,0.6114872,0.62014693,0.6685283,3.4507275,7.2402687,5.345498
image_000277,data/val.X/n01614925/ILSVRC2012_val_00020052.JPEG,16,vit,vit_lejepa,block_03,gmar,16,0.8172276616096497,1,-0.2015128,-0.23030576,0.02518004,0.0,-1.0761194,-1.3089459,-1.1925327
image_000278,data/val.X/n01614925/ILSVRC2012_val_00021104.JPEG,16,vit,vit_lejepa,block_03,gmar,16,0.947044312953949,1,-0.51771384,-0.3714871,0.0077822967,0.04081285,-1.8353398,-1.558938,-1.6971389
image_000279,data/val.X/n01614925/ILSVRC2012_val_00027196.JPEG,16,vit,vit_lejepa,block_03,gmar,16,0.8140262365341187,1,0.7497902,0.4907434,0.6888515,0.71615845,2.8014126,8.227499,5.514456
image_000280,data/val.X/n01614925/ILSVRC2012_val_00027570.JPEG,16,vit,vit_lejepa,block_03,gmar,16,0.9144132733345032,1,-0.10415064,-0.17515704,0.06257279,0.2682868,-0.77955025,-0.77164096,-0.7755956
image_000281,data/val.X/n01614925/ILSVRC2012_val_00031465.JPEG,16,vit,vit_lejepa,block_03,gmar,16,0.9660683274269104,1,0.16827166,0.16026908,0.2259956,0.019676588,1.0242455,1.5766184,1.300432
image_000282,data/val.X/n01614925/ILSVRC2012_val_00032320.JPEG,16,vit,vit_lejepa,block_03,gmar,16,0.9584715366363524,1,-0.46278173,-0.37627771,0.04,0.2638445,-1.8611019,-1.0959945,-1.4785482
image_000283,data/val.X/n01614925/ILSVRC2012_val_00034168.JPEG,16,vit,vit_lejepa,block_03,gmar,16,0.8903420567512512,1,-0.35211778,-0.29353446,0.04612498,0.16792564,-1.4161397,-1.0079833,-1.2120615
image_000284,data/val.X/n01614925/ILSVRC2012_val_00037795.JPEG,16,vit,vit_lejepa,block_03,gmar,16,0.8541731238365173,1,0.3133773,0.27183428,0.47058392,0.39196154,1.6242013,5.091163,3.3576822
